id;first_name;last_name
1089;Mikhail;Aldashin
1090;Jean;Alden-Delos
1091;"Thomas S.";Alderman
1092;Philip;Alderton
1093;Ulf;Aldevinge
1094;Anders;Aldgård
1095;Merrill;Aldighieri
1096;Carlo;Aldini
1097;Yuri;Aldokhin
1098;B.;Aldor
1099;Noka;Aldoroty
1100;Adell;Aldrich
1101;Hank;Aldrich
1102;Robert;Aldrich
1103;Sidney;Aldridge
1104;Stephanie;Aldridge
1105;Tim;Aldridge
1106;Marco;Aleandri
1107;Sánchez;Alejandra
1108;Mac;Alejandre
1109;César;Alejandro
1110;"Julio (I)";Alejandro
1111;"Julio (IV)";Alejandro
1112;Gleb;Alejnikov
1113;Igor;Alejnikov
1114;A.;Aleksandrov
1115;Aleksandr;Aleksandrov
1116;Grigori;Aleksandrov
1117;Nikolai;Aleksandrovich
1118;Igor;Alekseyev
1119;"Sergei (I)";Alekseyev
1120;"Dragan (I)";Aleksic
1121;Dragoljub;Aleksic
1122;"Miroslav (I)";Aleksic
1123;Stanko;Aleksic
1124;Vladimir;Aleksic
1125;Rayko;Aleksiev
1126;Aco;Aleksov
1127;Marcos;Alemany
1128;Cosimo;Alemà
1129;Milton;Alencar
1130;Christopher;Alender
1131;Vladimir;Alenikov
1132;Christian;Alers
1133;Frank;Alesia
1134;Fernando;Alessandri
1135;Jean-Pierre;Alessandri
1136;Lisa;Alessandrin
1137;Patrick;Alessandrin
1138;Goffredo;Alessandrini
1139;Ottavio;Alessi
1140;Franca;Alessio
1141;Eduardo;Aleverti
1142;Christine;Alevizakis
1143;Nikos;Alevras
1144;Kirk;Alex
1145;Rochy;Alex
1146;Vassilis;Alexakis
1147;"Angela (II)";Alexander
1148;"Bill (III)";Alexander
1149;"Brian A.";Alexander
1150;Claude;Alexander
1151;Curt;Alexander
1152;"David (I)";Alexander
1153;"Eric H.";Alexander
1154;"Georg (I)";Alexander
1155;Harald;Alexander
1156;Hilton;Alexander
1157;Jace;Alexander
1158;"Jack (II)";Alexander
1159;"Jackie (III)";Alexander
1160;"Jason (I)";Alexander
1161;"John (IX)";Alexander
1163;Keir;Alexander
1164;"Kim (III)";Alexander
1165;Lexi;Alexander
1167;"Mike (I)";Alexander
1168;"Mischa (I)";Alexander
1169;"Peter (V)";Alexander
1170;"Peter N.";Alexander
1171;Rand;Alexander
1172;"Robert (II)";Alexander
1173;"Ron (I)";Alexander
1175;"Sasha (I)";Alexander
1176;"Scott (I)";Alexander
1177;"Scott (VIII)";Alexander
1178;"Stuart (I)";Alexander
1179;"Tom (III)";Alexander
1180;Vanessa;Alexander
1181;"Victor (I)";Alexander
1182;"William (I)";Alexander
1183;Yuri;Alexander
1184;Zbigniew;Alexander
1185;Håkan;Alexandersson
1186;Petrie;Alexandra
1187;Tiana;Alexandra
1188;Alekos;Alexandrakis
1189;Eleni;Alexandrakis
1190;André;Alexandre
1192;"Georges (I)";Alexandre
1193;"Joseph F.";Alexandre
1194;Margarita;Alexandre
1195;Miguel;Alexandre
1196;Papaemanuel;Alexandre
1198;Mirea;Alexandresco
1199;Stéphane;Alexandresco
1200;Sica;Alexandrescu
1201;Ra'anan;Alexandrowicz
1202;Dan;Alexe
1203;Alexei;Alexeev
1204;Alexander;Alexeieff
1205;"A. (I)";Alexeyev
1206;Sherman;Alexie
1207;Alexis;Alexiou
1208;Jeremiah;Alexis
1209;Tracy;Alexson
1210;Alanté;Alfandari
1211;Emilio;Alfaro
1212;Italo;Alfaro
1213;Luis;Alfaro
1214;Thure;Alfe
1215;John;Alfheim
1216;Yosef;Alfi
1217;Sebastián;Alfie
1218;Philippe;Alfonsi
1219;Jorge;"Alfonso Munar"
1220;Enrique;Alfonso
1221;Ozzie;Alfonso
1222;Raúl;Alfonso
1223;Bruce;Alfred
1224;Jorge;Alfredo
1225;Daniel;Alfredson
1226;Hans;Alfredson
1227;Tomas;Alfredson
1228;Mark;Alfrey
1229;Nidal;Algafari
1230;James;Algar
1231;Patrick;Algermissen
1232;Sidney;Algier
1233;Raphaël;Algoet
1234;Daniel;Algrant
1235;Hakan;Algül
1236;Diego;Alhadeff
1237;Hicham;Alhayat
1238;Zeyad;Alhusaini
1239;Muhammad;"Ali Adeeb"
1240;Yousaf;"Ali Khan"
1241;Cedi;"Ali Rajah"
1242;"Abbas (I)";Ali
1243;Ali;Ali
1244;Christophe;Ali
1245;Madeleine;Ali
1246;Muzaffar;Ali
1247;Osman;Ali
1248;Sajjad;Ali
1249;Shaad;Ali
1250;"Sheikh Niamat";Ali
1251;Adán;Aliaga
1252;M.;Alibegova
1253;Sonya;Alibekova
1254;Fikret;Aliev
1255;Jannis;Aliferis
1256;Abdel;"Alim Khattab"
1257;Abdollah;Alimorad
1258;Igor;Alimpiyev
1259;Dean;Alioto
1260;Elías;Alippi
1261;Marcello;Aliprandi
1262;Adrienne;Alitowski
1263;Francisco;Aliwalas
1264;Ann;Alix
1265;Steven;Alix
1267;Kamal;Aljafari
1268;Farouk;Aljoffrey
1269;Felipe;Aljure
1270;Howard;Alk
1271;Gil;Alkabetz
1272;Luna;Alkalay
1273;Sami;Alkassim
1274;Mardouk;Alkhas
1275;Ashtar;Alkhirsan
1276;Poppi;Alkouli
1277;Houchang;Allahyari
1278;Francine;Allaire
1279;"Andrew (IV)";Allan
1280;Don;Allan
1281;Elkan;Allan
1282;Gilbert;Allan
1283;Irvine;Allan
1284;"Katie (II)";Allan
1285;Meghann;Allan
1286;"Tim (III)";Allan
1287;"William Louis";Allan
1288;William;Alland
1289;Sridhar;Allani
1290;Aaron;Allard
1291;Antoine;Allard
1292;Martine;Allard
1293;Roland;Allard
1294;Suzanne;Allard
1295;John;Allardice
1296;Robin;Allardyce
1297;Mathias;Allary
1298;Marc;"Allavene d'Erlon"
1299;Britt;Allcroft
1300;Michael;Allder
1301;"Andre (II)";Allen
1302;"Bruce (I)";Allen
1303;Byron;Allen
1304;Cassie;Allen
1305;Catherine;Allen
1306;"Charles W.";Allen
1307;"Christopher (V)";Allen
1308;Corey;Allen
1309;"Corey W.";Allen
1310;"Craig (I)";Allen
1311;"Craig G.";Allen
1312;"Dave (II)";Allen
1313;"David (XVI)";Allen
1314;"David L. (II)";Allen
1315;"David W.";Allen
1316;Davida;Allen
1317;Debbie;Allen
1318;"Don (III)";Allen
1319;"Douglas (I)";Allen
1320;"Elanna Nicole";Allen
1321;"Elizabeth (II)";Allen
1322;"Eric (V)";Allen
1324;"Fred (II)";Allen
1325;"Glenn (III)";Allen
1326;"Gregory (II)";Allen
1327;"Ian (I)";Allen
1328;Irving;Allen
1329;"Irwin (I)";Allen
1330;J.P.;Allen
1331;"James (II)";Allen
1332;"James (VII)";Allen
1333;"Jason (II)";Allen
1334;"Jeremy Peter";Allen
1335;Johannes;Allen
1336;"John David";Allen
1337;"John S.";Allen
1338;"Joseph (VII)";Allen
1339;"Keith (I)";Allen
1340;"Kevin (I)";Allen
1341;"Lewis (I)";Allen
1342;"Lillian (II)";Allen
1343;"Lloyd (I)";Allen
1344;"Mark (V)";Allen
1345;"Mark W.";Allen
1346;Matthew;Allen
1347;"Nancy (VI)";Allen
1348;"Norma (I)";Allen
1349;"Patrick (II)";Allen
1350;Penny;Allen
1351;"Peter (III)";Allen
1352;"Peter (VIII)";Allen
1353;"Peter W.";Allen
1354;"Ralph (I)";Allen
1355;Rich;Allen
1357;"Robert (II)";Allen
1358;"Russell (I)";Allen
1359;"Scott (I)";Allen
1360;Stan;Allen
1361;"Steve (VI)";Allen
1362;"Stuart (I)";Allen
1363;"Tim (I)";Allen
1364;Woody;Allen
1365;Natxo;Allende
1366;Jason;Allentoff
1367;"Luis (II)";Aller
1368;Roger;Allers
1369;Sophie;Allet-Coche
1370;Franco;Alletto
1372;"Jennifer (I)";Alleyn
1373;Nora;Alleyn
1374;Anthony;Alleyne
1375;Charles;Alleyne
1376;Sepp;Allgeier
1377;Antero;Alli
1378;Segun;Alli
1379;Karim;Alliane
1380;"Pierre d'";Allick
1381;Ali;Allie
1382;"W. Peter";Allies
1383;Raul;Allikivi
1384;René;Allio
1385;Bren;Allison
1386;"John (III)";Allison
1387;Maya;Allison
1388;Romey;Allison
1389;Claude;Allix
1390;James;Allodi
1391;Ghislain;Allon
1392;Michael;Allosso
1393;Keith;Allott
1394;Merzak;Allouache
1395;Richard;Allport
1396;Kellie;Allred
1397;Mike;Allred
1398;Randy;Allred
1399;Ravi;Alluri
1400;Earl;Allvine
1401;Francis;Allègre
1402;Marc;Allégret
1403;Yves;Allégret
1404;Fernando;Almada
1405;"Julio (I)";Almada
1406;Marcos;Almada
1407;Natalia;Almada
1408;Flavia;Alman
1409;Koldo;Almandoz
1410;Armando;Almanza
1411;Mairzee;Almas
1412;Juan;Almazan
1413;Slavko;Almazan
1414;Jesús;Almedo
1415;Zito;"Almeida Correia"
1416;Antonio;"Almeida Lopes"
1417;"António José";Almeida
1418;"Carlos Alberto";Almeida
1419;Jaime;Almeida
1420;Sebastián;Almeida
1421;Francisco;"Almela y Vives"
1422;Jesús;Almendro
1423;Domingo;Almendros
1424;Gregorio;Almendros
1425;Jesús;Almendros
1426;Néstor;Almendros
1427;Michael;Almereyda
1428;Laurel;Almerinda
1429;Mario;Almirante
1430;Alejandra;Almirón
1431;Pedro;Almodóvar
1432;Darren;Almond
1433;"Paul (I)";Almond
1434;Jeanne-Marie;Almonor
1435;Rovshan;Almuradli
1436;André;Almuro
1437;Tamás;Almási
1438;Siegrid;Alnoy
1439;Itai;Aloav
1440;Deepak;Alok
1441;Martín;Alomar
1442;Arik;Alon
1443;Udi;Aloni
1444;Nathalie;"Alonso Casale"
1445;Fernando;"Alonso Casares"
1446;Jaime;"Alonso de Linaje"
1447;"Carlos Alberto";"Alonso Iglesias"
1448;"Juan José";"Alonso Millán"
1449;"José María";"Alonso Pesquera"
1450;"Carlos (VI)";Alonso
1451;David;Alonso
1452;Diego;Alonso
1453;Ernesto;Alonso
1454;Germán;Alonso
1455;"Javier (I)";Alonso
1456;"Juan Luis";Alonso
1457;Leopoldo;Alonso
1458;Lisandro;Alonso
1459;"Luis R.";Alonso
1460;"Marcelo (II)";Alonso
1461;Maximiliano;Alonso
1462;Modesto;Alonso
1463;"Oscar (I)";Alonso
1464;Patxi;Alonso
1465;Rafael;Alonso
1466;Álvaro;Alonso
1467;"Ángel (II)";Alonso
1468;"John A.";Alonzo
1469;"Gregory R.";Alosio
1470;Aleksandr;Alov
1471;Will;Alovis
1472;Antonio;Aloy
1473;Tarik;Alpagut
1474;Nurettin;Alpan
1475;Zeki;Alpan
1476;Mümtaz;Alpaslan
1477;Joshua;Alper
1478;Laura;Alper
1479;"Matthew E.";Alper
1480;Michael;Alperowitz
1481;"Jonathan Lawrence";Alpers
1482;Harry;Alpert
1483;Jon;Alpert
1484;Moshe;Alpert
1485;Niels;Alpert
1486;Noël;Alpi
1487;Amanbek;Alpiyev
1488;André;Alporter
1489;Hilton;Als
1490;Frank;Alsema
1491;"Julio Raúl";Alsina
1492;Peter;Alsop
1493;"Emmett (I)";Alston
1494;Harlan;Alston
1495;Macky;Alston
1496;Carl;Alstrup
1497;Ralph;Alswang
1498;Filippo;Altadonna
1499;"Luis Eliseo";Altamira
1500;Fernando;Altamirano
1501;Jose;Altamirano
1502;Ertil;Altanaj
1503;Ernie;Altbacker
1504;Marco;Altberg
1505;"Parshwanath Yeshwant";Altekar
1506;Inge;Altemeier
1507;Emanuel;Altenburger
1508;Robert;Altenburger
1509;Alf;Altendorf
1510;Jeremy;Alter
1511;Naftali;Alter
1512;Paul;Alter
1513;Idan;Alterman
1514;Michael;Althen
1515;Giulio;Alti
1516;Walter;Altice
1517;Jason;Altieri
1518;Kevin;Altieri
1519;Mitchell;Altieri
1520;Mustafa;Altioklar
1521;Aldo;Altit
1522;Michael;"Altman Davis"
1523;"Brian (I)";Altman
1524;Brook;Altman
1525;Dana;Altman
1526;Dick;Altman
1527;"Herbert S.";Altman
1528;Olivier;Altman
1529;"Robert (I)";Altman
1530;"Steve (I)";Altman
1531;Karin;Altmann
1532;Marcelo;Altmark
1533;Stephen;Altobello
1534;"John (I)";Alton
1535;Mary-Ann;Alton
1536;Peter;Alton
1537;Robert;Alton
1538;Jose;Altonaga
1539;Gábor;Altorjay
1540;Art;Altounian
1541;Barbara;Altounyan
1542;Gil;Altschul
1543;L.;Altsev
1544;Kerem;Altug
1545;Asier;Altuna
1546;Alan;Altur
1547;Kelly;Aluise
1548;Jeff;Alulis
1549;Neil;Alumkal
1550;Ravi;Alummodu
1551;Donatello;"Alunni Pierucci"
1552;Georgi;Alurkov
1553;"Mariano J.";Alurralde
1554;Vilyam;Aluva
1555;Hermanos;Alva
1556;Sirus;Alvand
1557;Pablo;"Alvarado Aretio"
1558;Jose;"Alvarado Cerda"
1559;Alejandro;Alvarado
1560;"Fernando Flores";Alvarado
1561;Joaquin;Alvarado
1562;Pablo;Alvarado
1563;José;"Alvarenga Jr."
1564;C.;Alvares
1565;Patricio;"Alvarez Casado"
1566;Albino;"Alvarez Gomez"
1567;Aitor;Alvarez
1568;"Albert (II)";Alvarez
1569;Albino;Alvarez
1570;"Andrea (I)";Alvarez
1571;"Carlos (II)";Alvarez
1572;"Diana (II)";Alvarez
1573;Hélio;Alvarez
1574;Jose;Alvarez
1575;"Juan Luis";Alvarez
1576;Lauren;Alvarez
1577;"Louis (II)";Alvarez
1578;"Marina (I)";Alvarez
1579;Matias;Alvarez
1580;Ricardo;Alvarez
1581;"Robert (II)";Alvarez
1582;"Scott William";Alvarez
1583;"Romualdo Tomás";Alvargonzález
1584;Dr.;Alvaro
1585;Christian;Alvart
1586;Luís;Alvarães
1587;Laura;Alvea
1588;Ricardo;Alventosa
1589;Luís;"Alves de Matos"
1590;Naum;"Alves de Sousa"
1591;José;"Alves Pereira"
1592;Mario;"Alves Rebehy"
1593;Agenor;Alves
1594;Amilar;Alves
1595;Bras;Alves
1596;"Bruno (II)";Alves
1597;Catarina;Alves
1598;"Francisco (II)";Alves
1600;Joe;Alves
1601;Justino;Alves
1602;Júlio;Alves
1603;"Oscar Rodrigues";Alves
1604;Rai;Alves
1605;Ruben;Alves
1606;Taylor;Alves
1607;"Glenn H.";"Alvey Jr."
1608;Abrar;Alvi
1609;Daniela;Alviani
1610;Massimo;Alviani
1611;"Maximo Giuseppe";Alviani
1612;"Rebecca M.";Alvin
1613;Marcus;Alvisi
1614;Portiah;Alviz
1615;Gabriel;Alw
1616;Amer;Alwan
1617;Jonathan;Alwyn
1618;Fritz;Aly
1619;"Magdy Ahmed";Aly
1620;"Omar F.";Aly
1621;Arsevir;Alyanak
1622;Walter;Alzmann
1623;Georges;Alépée
1624;Louis-Balthazar;Amadangoleda
1625;"Giovanni (I)";Amadei
1626;Vicente;Amadeo
1627;Silvio;Amadio
1628;Caio;Amado
1629;François;Amado
1630;Gilles;Amado
1631;Ignacio;Amado
1632;Alfonso;Amador
1633;Carolina;Amador
1634;Charles;Amador
1636;Humberto;Amador
1637;Philippe;Amador
1638;"Luis César";Amadori
1639;Alessandro;Amaducci
1640;Gilyak;Amagasaki
1641;Oken;Amakcham
1642;J.K.;Amalou
1643;Mathieu;Amalric
1644;Leonid;Amalrik
1645;Keita;Amamiya
1646;Paul;Amand
1647;Shin;Amano
1648;Tengai;Amano
1649;Nassim;Amaouche
1650;Amram;Amar
1651;Denis;Amar
1652;Georges;Amar
1653;Zoran;Amar
1654;Maurice;Amaraggi
1655;Fernando;Amaral
1656;"Fernando Lobo";Amaral
1657;Henrique;Amaral
1658;María;Amaral
1659;Milton;Amaral
1660;Suzana;Amaral
1661;Tata;Amaral
1662;Vera;Amaral
1663;Gangai;Amaram
1664;Gangai;Amaran
1665;Panos;Amarantidis
1666;Michel;Amarger
1667;Raja;Amari
1668;K.;Amarnath
1669;Manuel;"Amaro da Costa"
1670;Michelle;Amas
1671;Vasil;Amashukeli
1672;"Jorge (II)";Amat
1673;Gaetano;Amata
1674;Rodney;Amateau
1675;Edoardo;Amati
1676;Adrienne;Amato
1677;Barbara;Amato
1678;Francesco;Amato
1679;Giuseppe;Amato
1680;Stefano;Amatucci
1681;Jim;Amatulli
1682;Daniela;Amavia
1683;Zen;Amaya
1684;Andrea;Ambandos
1685;D.M.;Ambapkar
1686;D.S.;Ambapkar
1687;Raju;Ambaran
1688;Patrice;Ambard
1689;Soman;Ambatt
1690;Avi;Amber
1691;"Steve (I)";Amber
1692;Lucas;Amberg
1693;Stéphane;Ambiel
1694;V.J.;Ambily
1695;Gunila;Ambjörnsson
1696;Lars;Amble
1697;Ned;Ambler
1698;Phie;Ambo
1699;"Jose Antonio";Ambriz
1700;José;Ambriz
1701;Otto;Ambros
1702;Anna;Ambrose
1703;"David (I)";Ambrose
1704;Harry;Ambrose
1705;"Joe (II)";Ambrose
1706;Ron;Ambrose
1707;Pablo;Ambrosini
1708;Arturo;"Ambrosio Jr."
1709;Arturo;Ambrosio
1710;Constantino;Ambrosione
1711;Bryan;Amburgey
1712;Adam;Amdur
1713;Don;Ameche
1714;Jorge;Ameer
1715;Carlos;Ameglio
1716;Boel;Amegrissi
1717;Jonathan;Ameli
1718;Paolo;Ameli
1719;Gianni;Amelio
1720;"José María de";Amelivia
1721;Deborah;Amelon
1722;Antonio;Amendola
1723;Mario;Amendola
1724;"Tony (II)";Amendola
1725;Nicholas;Amendolare
1726;Don;Amendolia
1727;Luis;Amendolla
1728;"William C.";Ament
1729;Marco;Amenta
1730;Pino;Amenta
1731;Alejandro;Amenábar
1732;Hassan;Amer
1733;Roland;Amerasinghe
1736;Alfred;Ames
1737;Andrew;Ames
1738;Gerald;Ames
1739;Kent;Ames
1740;Ron;Ames
1741;Stefani;Ames
1742;Edward;Amet
1743;Rabah;Ameur-Zaïmeche
1744;Rodolfo;"Amezcua del Rio"
1745;Jorge;Amezquita
1746;José;Amezquita
1747;Tomobuki;Ami
1748;Josep;"Amich i Bert"
1749;Jose;Amich
1750;Vanio;Amici
1751;Gianni;Amico
1752;Robert;Amico
1754;Luis;Amigot
1755;Jean-François;Amiguet
1756;Philippe;Amiguet
1757;Carlos;Amil
1758;Grace;Amilbangsa
1759;M.;Amin
1760;Shimit;Amin
1761;Ahmad;Amini
1762;"Ali Reza";Amini
1763;Tetsuro;Amino
1764;Ami;Amir
1765;Aziza;Amir
1766;Gideon;Amir
1767;Mia;Amir
1768;Helena;Amiradzibi
1769;Omar;Amiralay
1770;Hosein;Amirfazli
1771;Viacheslav;Amirhanian
1772;Ardak;Amirkulov
1773;Mohsen;Amiryoussefi
1774;Stephen;Amis
1775;Yaron;Amitai
1776;Jonathan;Amitay
1777;David;Amitin
1778;Moeen;Amjad
1779;Susan;Amkraut
1780;Aslam;Amlani
1781;Gerhard;Ammann
1782;"Max Peter";Ammann
1783;"Willeke van";Ammelrooy
1784;Pino;Ammendola
1785;Alexander;Ammer
1786;Sergio;Ammirata
1787;John;Ammonds
1788;Kjeld;Ammundsen
1789;Michael;Amo
1790;"Álvaro del";Amo
1791;Kwame;Amoaku
1792;John;Amodeo
1793;Rachel;Amodeo
1794;Santi;Amodeo
1795;Hansjörg;Amon
1796;Sergio;Amon
1798;"M. Antunes";Amor
1799;Carlos;Amorim
1800;Joao;Amorim
1801;Vicente;Amorim
1802;Carmine;Amoroso
1803;Nicolas;Amoroso
1804;Roberto;Amoroso
1805;Marino;Amoruso
1806;Jorge;"Amorós 'Ja'"
1807;Jordi;Amorós
1808;Duane;Amos
1809;K.C.;Amos
1810;Matthew;Amos
1811;Tori;Amos
1812;Yves;Amoureux
1813;José;Amozurrutia
1814;King;Ampaw
1815;Eleni;Ampelakiotou
1816;Robert;Amper
1817;David;Amphlett
1818;Robert;Amram
1819;Lamya;Amrani
1820;Sharon;Amrani
1821;Bekal;Amritsari
1822;Kamal;Amrohi
1823;David;Amsalem
1824;"Daniel F.";Amselem
1825;Jean-Jacques;Amsellem
1826;Nicolai;Amter
1827;Kepa;Amuchastegui
1828;Ricardo;Amunategui
1829;Mario;Amura
1830;Franco;Amurri
1831;George;Amy
1832;Julian;Amyes
1833;Marc;Amyot
1834;Cardes;Amâncio
1835;Jean-Pierre;Améris
1836;Patxi;Amézcua
1837;Azwar;An
1838;"Feng Ke";An
1839;Gabily;Anadón
1840;Orhan;Anafarta
1841;Philip;Anagnos
1842;Dhimiter;Anagnosti
1843;Errikos;Anagnostopoulos
1844;Nikos;Anagnostopoulos
1845;Balu;Anand
1846;Chetan;Anand
1847;Deepak;Anand
1848;Dev;Anand
1849;Gogi;Anand
1850;"Inder Raj";Anand
1851;K.;Anand
1852;Ketan;Anand
1853;M.L.;Anand
1854;Mukul;Anand
1855;"S.L. Puram";Anand
1856;Suneil;Anand
1857;Tinnu;Anand
1858;Vijay;Anand
1859;Jay;Anania
1860;Maurizio;Anania
1861;S.K.;Ananthachari
1863;Manana;Anasashvili
1864;"Richard R.";Anasky
1865;Kim;Anastasia
1866;Stefan;Anastasia
1867;Giorgos;Anastasiadis
1868;Gabriele;Anastasio
1869;Javier;Anastasio
1870;Thanos;Anastopoulos
1871;"Jose David";Anaya
1872;Joseph;Anaya
1873;"Maria Eugenia";Anaya
1874;Tânia;Anaya
1875;Brent;Anbe
1876;Paco;Anca
1877;Jirzi;Ancak
1878;Gaston;Ancelovici
1879;Rajiv;Anchal
1880;"José de";Anchieta
1881;Andrey;Anchugov
1882;Dominic;Anciano
1883;Marcelo;Anciano
1884;Fabrizio;Ancillai
1885;Alberto;Ancillotto
1886;Alberto;Ancilotto
1887;Carlos;Ancira
1888;Stina;Ancker
1889;Jeremy;Ancock
1890;Paul;Anczykowski
1891;Kaloust;Andalian
1892;Guelfo;Andalo
1893;Fritz;Andelfinger
1894;Pia;Andell
1895;Alula;Andemicael
1896;Ondrej;Andera
1897;Torgny;Anderberg
1898;"Adam Thomas";Anderegg
1899;Craig;Anderl
1900;Ken;Anderlini
1901;Andrea;Andermann
1902;Allison;Anders
1903;Christian;Anders
1904;Ed;Anders
1905;Friederike;Anders
1906;Günther;Anders
1907;Jan;Anders
1908;Asbjørn;Andersen
1909;"Benny (I)";Andersen
1910;"Bjarne (I)";Andersen
1911;"Carl (II)";Andersen
1912;Christian;Andersen
1913;"Dana (II)";Andersen
1914;Duane;Andersen
1915;"Erika S.";Andersen
1916;"Heidi Kim";Andersen
1917;"Iben Haahr";Andersen
1918;"Igo Martin";Andersen
1919;"Jacob Kjøller";Andersen
1920;Jes;Andersen
1921;"Jesper Maintz";Andersen
1922;"John Andreas";Andersen
1923;"Jon C.";Andersen
1924;"Karsten (II)";Andersen
1925;Knut;Andersen
1926;"Kresten Vestbjerg";Andersen
1927;"Martin (I)";Andersen
1928;"Ole Nørgaard";Andersen
1929;"Stig (I)";Andersen
1930;"Stig (III)";Andersen
1931;Svein;Andersen
1932;"Thom (I)";Andersen
1933;"Tina Christel";Andersen
1934;Valdemar;Andersen
1935;Wies;Andersen
1936;Alastair;Anderson
1937;Alex;Anderson
1938;"Andrew (VI)";Anderson
1939;"Andy (I)";Anderson
1940;"Andy (IX)";Anderson
1941;Antony;Anderson
1942;"Arthur (I)";Anderson
1943;"Bill (III)";Anderson
1944;"Bob (VIII)";Anderson
1945;"Brad (II)";Anderson
1946;Brittnell;Anderson
1947;"Carl (IV)";Anderson
1948;"Daniel (II)";Anderson
1949;"David (XI)";Anderson
1950;"David A.";Anderson
1952;"Eric (XI)";Anderson
1953;Frances;Anderson
1954;"Fred (III)";Anderson
1955;"Gene (V)";Anderson
1956;Genevieve;Anderson
1957;"Gerry (I)";Anderson
1958;"Gilbert M. 'Broncho Billy'";Anderson
1959;"Gillian (I)";Anderson
1960;"Harry (I)";Anderson
1961;Henry;Anderson
1962;"J. Todd";Anderson
1963;J.L.;Anderson
1964;"James (VIII)";Anderson
1965;"James (XIII)";Anderson
1966;"Jane (II)";Anderson
1967;"Jeff (I)";Anderson
1968;"Jeff Terry";Anderson
1969;"Jim (VI)";Anderson
1970;"John (I)";Anderson
1971;"John (II)";Anderson
1972;"John J.";Anderson
1973;"John K.";Anderson
1974;"John Murray";Anderson
1975;"Jon (II)";Anderson
1976;"Jon (III)";Anderson
1977;"Jon Timothy";Anderson
1978;"Joseph L.";Anderson
1979;"Julie (V)";Anderson
1981;Kelly;Anderson
1982;"Ken (VI)";Anderson
1983;"Ken (X)";Anderson
1984;"Ken (XIV)";Anderson
1985;"Kenneth M.";Anderson
1986;"Kevin (II)";Anderson
1987;"Kurt (I)";Anderson
1988;Larra;Anderson
1989;"Larry (VII)";Anderson
1990;Laurie;Anderson
1991;Lena;Anderson
1992;Leonard;Anderson
1993;Lindsay;Anderson
1994;Madeline;Anderson
1995;"Marion Clayton";Anderson
1996;"Mark (XIII)";Anderson
1997;Mary-Ann;Anderson
1998;"Matt (III)";Anderson
1999;"Max (II)";Anderson
2000;"Michael (I)";Anderson
2001;"Michael (XI)";Anderson
2002;"Michael K.";Anderson
2003;"Michael R.";Anderson
2004;"Mike (V)";Anderson
2005;"Mikel B.";Anderson
2006;Monika;Anderson
2007;Norman;Anderson
2008;"Paul C.";Anderson
2009;"Paul Thomas";Anderson
2010;"Paul W.S.";Anderson
2011;"Pete (III)";Anderson
2012;"Peter (V)";Anderson
2013;"Philip W.";Anderson
2015;"Robert (II)";Anderson
2016;"Robert (III)";Anderson
2017;"Robert (XVIII)";Anderson
2018;"Robin (I)";Anderson
2019;"Sarah Pia";Anderson
2020;"Scott E. (I)";Anderson
2021;"Scott S.";Anderson
2022;Scotty;Anderson
2023;"Sean (III)";Anderson
2024;"Stephen J. (I)";Anderson
2025;"Steve (II)";Anderson
2026;"Steve (IX)";Anderson
2027;"Steve (XV)";Anderson
2028;"Steven (II)";Anderson
2029;"Steven J.";Anderson
2030;V.J.;Anderson
2031;Wes;Anderson
2032;"Will (II)";Anderson
2033;"Will (III)";Anderson
2034;"William (III)";Anderson
2035;"William A. (II)";Anderson
2036;"Anders (II)";Andersson
2037;"Bo (III)";Andersson
2038;"Fredrik (I)";Andersson
2039;Hanna;Andersson
2040;Jenny;Andersson
2041;Jesper;Andersson
2042;"Jonas (I)";Andersson
2043;"Kjell (III)";Andersson
2044;Kjell-Åke;Andersson
2045;"Max (I)";Andersson
2046;Märit;Andersson
2047;Ralf;Andersson
2048;Roy;Andersson
2049;"Wendell Jon";Andersson
2050;Kevin;Anderton
2051;Michele;Andina
2052;Volker;Anding
2053;Peki;Andino
2054;Meri;Andjaparidze
2055;Dusan;Andjic
2056;Hiroaki;Ando
2057;Hiroshi;Ando
2058;John;Ando
2059;Noboru;Ando
2060;Takao;Ando
2061;Taro;Ando
2062;"Marco Antonio";Andolfi
2063;Ivan;Andonov
2064;Metodi;Andonov
2065;Milena;Andonova
2066;Fern;Andra
2067;Alejandro;Andrade
2068;Armando;Andrade
2069;"Aécio F.";Andrade
2070;"Cristina (II)";Andrade
2071;Dino;Andrade
2072;Ed;Andrade
2073;Erick;Andrade
2074;Hernán;Andrade
2075;Mariano;Andrade
2076;Raysa;Andrade
2077;Sérgio;Andrade
2078;Sebastian;Andrae
2079;Pierros;Andrakakos
2080;David;Andras
2081;Madeleine;Andre
2082;Dree;Andrea
2083;Jean-Baptiste;Andrea
2084;Mario;Andreacchio
2085;Andreas;Andreadakis
2086;Voitech;Andreansky
2087;Casper;Andreas
2088;"George Pan";Andreas
2090;Louise;Andreasen
2091;Raffaele;Andreassi
2092;Markus;Andreasson
2093;Christina;Andreef
2094;Jörg;Andrees
2095;Vladimir;Andreev
2096;Christophe;Andrei
2097;Marcello;Andrei
2098;Massimo;Andrei
2099;Valerio;Andrei
2100;Vincenzo;Andrei
2101;Glenn;Andreiev
2102;"Natalya (I)";Andrejchenko
2103;Ivan;Andrejevic
2104;Piotr;Andrejew
2105;Todor;Andrejkov
